transaction_id,city,transaction_date,card_type,exp_type,gender,amount
9407,Greater Mumbai,12-Oct-13,Signature,Entertainment,F,219848
9408,Delhi,7-Mar-14,Silver,Food,M,17906
9409,Ahmedabad,29-Jul-14,Signature,Grocery,F,57290
9410,Delhi,20-Apr-15,Signature,Bills,M,196438
9411,Ahmedabad,30-Sep-14,Gold,Grocery,M,195536
9412,Bengaluru,21-Jun-14,Signature,Bills,M,24767
9413,Ahmedabad,19-Mar-14,Signature,Food,M,125532
9414,Greater Mumbai,7-Apr-14,Gold,Food,M,38343
9415,Greater Mumbai,7-Sep-14,Platinum,Entertainment,F,209150
9416,Bengaluru,13-Feb-15,Signature,Fuel,M,186443
9417,Bengaluru,2-Jun-14,Signature,Grocery,F,116721
9418,Ahmedabad,9-Mar-14,Platinum,Food,M,206855
9419,Ahmedabad,4-Oct-13,Silver,Entertainment,M,89155
9420,Delhi,22-Feb-14,Gold,Food,M,128085
9421,Delhi,16-Dec-14,Platinum,Fuel,M,144601
9422,Ahmedabad,3-Feb-14,Gold,Food,M,111791
9423,Bengaluru,17-Oct-14,Platinum,Food,M,169644
9424,Bengaluru,25-Nov-13,Silver,Bills,M,67059
9425,Greater Mumbai,12-Apr-14,Platinum,Food,F,284313
9426,Ahmedabad,25-Nov-13,Signature,Bills,M,258859
9427,Ahmedabad,8-Aug-14,Platinum,Fuel,M,3707
9428,Bengaluru,4-Oct-13,Gold,Fuel,F,29929
9429,Delhi,6-Oct-13,Signature,Fuel,F,14522
9430,Greater Mumbai,13-Mar-14,Platinum,Grocery,F,289592
9431,Delhi,4-Jan-14,Signature,Entertainment,M,81431
9432,Delhi,18-Jan-15,Signature,Bills,F,26279
9433,Greater Mumbai,27-Feb-15,Signature,Grocery,M,283843
9434,Greater Mumbai,7-Apr-14,Signature,Entertainment,M,54024
9435,Ahmedabad,27-Nov-14,Silver,Food,F,49178
9436,Ahmedabad,26-Jan-14,Silver,Food,M,3681
9437,Bengaluru,4-Mar-15,Gold,Grocery,F,62128
9438,Ahmedabad,25-Dec-13,Gold,Food,F,244528
9439,Ahmedabad,26-Feb-15,Platinum,Entertainment,F,96351
9440,Bengaluru,4-Mar-14,Gold,Bills,F,17578
9441,Delhi,24-Oct-14,Silver,Fuel,F,282550
9442,Greater Mumbai,27-Nov-14,Platinum,Food,F,105598
9443,Bengaluru,29-May-14,Gold,Food,M,98853
9444,Greater Mumbai,5-Jan-15,Platinum,Fuel,F,143453
9445,Delhi,1-Dec-14,Signature,Food,F,278167
9446,Bengaluru,28-Oct-13,Gold,Entertainment,M,198887
9447,Greater Mumbai,21-Sep-14,Signature,Fuel,F,17737
9448,Ahmedabad,21-Feb-14,Silver,Entertainment,F,275672
9449,Bengaluru,21-Jul-14,Platinum,Food,F,261744
9450,Delhi,12-Feb-14,Silver,Food,M,107406
9451,Greater Mumbai,1-Jul-14,Gold,Entertainment,F,150874
9452,Delhi,12-Nov-14,Silver,Bills,F,87467
9453,Bengaluru,5-Feb-14,Silver,Bills,M,147696
9454,Delhi,2-Jun-14,Gold,Fuel,F,112999
9455,Bengaluru,19-Dec-13,Platinum,Grocery,M,260366
9456,Ahmedabad,5-Jun-14,Gold,Entertainment,F,170668
9457,Bengaluru,18-Jul-14,Gold,Fuel,F,141296
9458,Ahmedabad,3-May-15,Silver,Entertainment,F,111927
9459,Greater Mumbai,16-Mar-14,Gold,Entertainment,M,218002
9460,Ahmedabad,9-Oct-13,Silver,Bills,M,293423
9461,Greater Mumbai,11-Mar-15,Gold,Bills,M,227949
9462,Greater Mumbai,10-Aug-14,Silver,Fuel,M,282737
9463,Ahmedabad,10-May-14,Signature,Grocery,M,259530
9464,Ahmedabad,29-Oct-13,Signature,Fuel,M,171266
9465,Bengaluru,21-Jan-14,Silver,Grocery,F,211548
9466,Delhi,18-Feb-15,Signature,Grocery,F,242492
9467,Delhi,22-Apr-14,Silver,Entertainment,M,22155
9468,Delhi,28-May-14,Platinum,Food,F,159958
9469,Ahmedabad,22-Dec-13,Signature,Food,F,49711
9470,Ahmedabad,25-May-15,Platinum,Food,F,113707
9471,Ahmedabad,28-Sep-14,Silver,Grocery,F,16248
9472,Delhi,3-Mar-15,Platinum,Entertainment,M,36949
9473,Greater Mumbai,30-Sep-14,Gold,Grocery,F,188992
9474,Bengaluru,3-Feb-14,Platinum,Entertainment,M,284959
9475,Delhi,9-Nov-13,Signature,Fuel,F,23303
9476,Bengaluru,22-Mar-14,Platinum,Bills,M,101672
9477,Bengaluru,25-Jan-15,Signature,Bills,M,291279
9478,Ahmedabad,10-Oct-14,Signature,Food,F,296921
9479,Ahmedabad,25-Apr-15,Gold,Grocery,M,8016
9480,Ahmedabad,29-Dec-14,Platinum,Bills,M,150577
9481,Bengaluru,21-Sep-14,Platinum,Food,M,176834
9482,Ahmedabad,31-Dec-14,Platinum,Fuel,F,98586
9483,Greater Mumbai,19-Dec-14,Gold,Food,F,11051
9484,Delhi,6-Apr-14,Gold,Food,F,244219
9485,Ahmedabad,10-Jan-15,Platinum,Food,F,44685
9486,Ahmedabad,3-Mar-15,Platinum,Grocery,F,279383
9487,Greater Mumbai,16-Aug-14,Signature,Grocery,F,81820
9488,Ahmedabad,17-Oct-14,Signature,Grocery,F,46188
9489,Ahmedabad,5-Apr-14,Platinum,Food,M,130947
9490,Greater Mumbai,22-Nov-14,Gold,Grocery,M,238968
9491,Bengaluru,30-Oct-13,Signature,Grocery,F,170707
9492,Ahmedabad,26-Jul-14,Gold,Bills,F,219707
9493,Bengaluru,29-Mar-15,Gold,Grocery,F,238019
9494,Delhi,27-Mar-15,Signature,Grocery,M,64912
9495,Delhi,13-Aug-14,Signature,Fuel,M,40938
9496,Delhi,4-Feb-14,Silver,Food,M,207947
9497,Bengaluru,4-Feb-14,Silver,Entertainment,M,21548
9498,Delhi,29-Nov-14,Platinum,Entertainment,M,274196
9499,Delhi,14-Feb-15,Silver,Food,F,248890
9500,Bengaluru,20-Nov-14,Silver,Grocery,F,253425
9501,Delhi,24-Mar-14,Gold,Food,F,293178
9502,Bengaluru,10-Nov-13,Gold,Bills,M,77784
9503,Bengaluru,24-Feb-14,Gold,Grocery,F,162039
9504,Bengaluru,26-Jun-14,Signature,Food,F,175042
9505,Ahmedabad,12-Nov-13,Platinum,Fuel,M,183146
9506,Delhi,1-Feb-15,Platinum,Food,F,235161
9507,Bengaluru,15-Jan-14,Gold,Entertainment,F,133777
9508,Ahmedabad,8-Mar-14,Gold,Bills,M,297444
9509,Greater Mumbai,11-Feb-14,Silver,Bills,M,112181
9510,Bengaluru,28-Mar-15,Gold,Food,F,233342
9511,Greater Mumbai,10-Apr-15,Silver,Fuel,F,74617
9512,Ahmedabad,24-May-14,Platinum,Fuel,F,86853
9513,Delhi,18-Sep-14,Gold,Fuel,F,280534
9514,Greater Mumbai,17-Feb-14,Platinum,Fuel,F,16273
9515,Bengaluru,12-May-14,Platinum,Grocery,F,176203
9516,Greater Mumbai,20-Jan-15,Signature,Bills,M,50340
9517,Bengaluru,19-Oct-14,Platinum,Grocery,F,75422
9518,Bengaluru,12-May-14,Gold,Grocery,M,116165
9519,Delhi,11-May-15,Gold,Grocery,F,269363
9520,Delhi,27-Jan-14,Silver,Food,F,208043
9521,Ahmedabad,2-May-14,Signature,Fuel,M,209393
9522,Bengaluru,29-Oct-14,Gold,Entertainment,M,207570
9523,Delhi,26-Apr-15,Signature,Fuel,F,148101
9524,Ahmedabad,25-Nov-14,Silver,Food,M,182291
9525,Delhi,11-Jan-14,Gold,Grocery,M,253081
9526,Delhi,25-Oct-14,Signature,Bills,F,173284
9527,Greater Mumbai,18-Mar-15,Gold,Fuel,M,166599
9528,Delhi,25-Dec-13,Silver,Entertainment,F,69156
9529,Greater Mumbai,13-May-14,Silver,Fuel,M,114470
9530,Bengaluru,24-Jun-14,Platinum,Grocery,F,38571
9531,Greater Mumbai,22-Nov-14,Signature,Food,M,35475
9532,Greater Mumbai,2-Sep-14,Gold,Bills,F,98423
9533,Delhi,23-Mar-15,Silver,Food,F,139192
9534,Ahmedabad,20-Jul-14,Gold,Entertainment,M,82274
9535,Ahmedabad,4-Dec-14,Gold,Bills,F,244274
9536,Ahmedabad,8-Jan-15,Silver,Fuel,F,84712
9537,Greater Mumbai,4-Nov-14,Silver,Bills,M,244220
9538,Ahmedabad,13-Feb-15,Platinum,Food,F,77295
9539,Delhi,24-Feb-15,Platinum,Entertainment,F,141174
9540,Delhi,24-Feb-15,Silver,Bills,F,187348
9541,Ahmedabad,23-May-15,Signature,Fuel,F,190920
9542,Ahmedabad,14-Mar-15,Silver,Entertainment,F,107135
9543,Delhi,8-Mar-15,Signature,Entertainment,M,139894
9544,Ahmedabad,30-Jan-15,Platinum,Entertainment,M,190003
9545,Delhi,1-Nov-14,Silver,Entertainment,F,227654
9546,Greater Mumbai,15-Nov-14,Silver,Grocery,F,96357
9547,Bengaluru,2-Jan-15,Signature,Fuel,F,63077
9548,Bengaluru,21-Oct-14,Platinum,Entertainment,F,289244
9549,Delhi,2-Jul-14,Silver,Entertainment,M,40905
9550,Ahmedabad,14-Jan-15,Signature,Grocery,F,186513
9551,Ahmedabad,16-Sep-14,Platinum,Fuel,M,164608
9552,Greater Mumbai,24-Sep-14,Silver,Entertainment,M,273861
9553,Ahmedabad,29-Dec-14,Gold,Entertainment,M,248769
9554,Greater Mumbai,10-Jan-14,Gold,Fuel,F,23977
9555,Bengaluru,4-Mar-15,Platinum,Bills,F,157833
9556,Bengaluru,19-Jan-15,Signature,Fuel,F,195665
9557,Ahmedabad,2-Jan-15,Silver,Entertainment,F,208636
9558,Bengaluru,4-Oct-14,Signature,Bills,F,161577
9559,Bengaluru,7-Oct-13,Signature,Food,F,14506
9560,Ahmedabad,18-Feb-15,Signature,Fuel,M,136534
9561,Ahmedabad,24-May-14,Signature,Food,F,116839
9562,Delhi,20-Sep-14,Signature,Bills,F,59975
9563,Delhi,12-Oct-14,Signature,Food,F,183812
9564,Bengaluru,29-Oct-13,Signature,Grocery,F,215394
9565,Greater Mumbai,15-Dec-14,Silver,Food,M,12794
9566,Greater Mumbai,6-Feb-14,Gold,Bills,F,74916
9567,Ahmedabad,15-Mar-14,Silver,Bills,M,144574
9568,Bengaluru,18-Jan-15,Signature,Fuel,F,67490
9569,Ahmedabad,11-Apr-15,Silver,Entertainment,F,268770
9570,Bengaluru,29-Apr-15,Signature,Food,F,177875
9571,Bengaluru,24-Dec-13,Gold,Food,F,92361
9572,Delhi,4-Mar-14,Platinum,Grocery,F,53332
9573,Greater Mumbai,20-Apr-14,Signature,Bills,M,278711
9574,Greater Mumbai,6-Oct-13,Silver,Food,M,280604
9575,Delhi,4-Apr-15,Silver,Food,F,83640
9576,Bengaluru,26-Dec-13,Signature,Grocery,F,296839
9577,Delhi,27-Feb-15,Silver,Food,F,213027
9578,Greater Mumbai,8-Dec-13,Silver,Entertainment,M,55536
9579,Ahmedabad,15-Jan-15,Gold,Food,M,149201
9580,Bengaluru,4-Feb-15,Signature,Food,F,122619
9581,Greater Mumbai,30-Jul-14,Gold,Food,M,110722
9582,Delhi,17-Nov-14,Platinum,Food,M,91792
9583,Ahmedabad,17-Nov-13,Signature,Grocery,M,26752
9584,Greater Mumbai,16-Oct-13,Silver,Entertainment,F,179045
9585,Greater Mumbai,19-Jan-15,Signature,Entertainment,F,171161
9586,Delhi,27-Oct-14,Signature,Food,F,82523
9587,Greater Mumbai,15-Nov-13,Signature,Bills,F,167368
9588,Bengaluru,18-Mar-15,Silver,Fuel,M,74177
9589,Ahmedabad,16-Aug-14,Gold,Bills,M,283973
9590,Bengaluru,30-Mar-14,Signature,Entertainment,F,40481
9591,Bengaluru,17-May-15,Platinum,Food,F,275728
9592,Ahmedabad,16-Feb-15,Gold,Food,F,160195
9593,Bengaluru,6-Mar-15,Gold,Bills,M,116131
9594,Ahmedabad,28-Nov-13,Signature,Bills,M,148773
9595,Ahmedabad,17-Jan-14,Gold,Grocery,F,114698
9596,Greater Mumbai,23-Feb-15,Gold,Food,F,165632
9597,Ahmedabad,9-Oct-14,Platinum,Grocery,F,185630
9598,Bengaluru,6-Nov-13,Signature,Grocery,F,52934
9599,Delhi,9-Nov-14,Signature,Food,M,142468
9600,Delhi,2-Mar-14,Gold,Entertainment,F,200915
9601,Ahmedabad,19-Mar-14,Silver,Entertainment,M,119280
9602,Bengaluru,31-Jan-14,Platinum,Bills,M,5167
9603,Bengaluru,17-Feb-14,Silver,Bills,F,108658
9604,Delhi,30-Aug-14,Signature,Bills,F,282535
9605,Ahmedabad,9-Dec-14,Silver,Grocery,M,2183
9606,Greater Mumbai,22-Oct-14,Signature,Food,F,53394
9607,Ahmedabad,30-Oct-14,Platinum,Fuel,F,145468
9608,Ahmedabad,22-Apr-14,Signature,Fuel,M,289454
9609,Delhi,8-Jan-14,Platinum,Food,F,70319
9610,Greater Mumbai,24-Jun-14,Silver,Grocery,M,207734
9611,Ahmedabad,9-Nov-14,Platinum,Fuel,M,102048
9612,Delhi,13-Mar-15,Platinum,Food,M,161078
9613,Bengaluru,21-Sep-14,Gold,Food,M,109538
9614,Delhi,24-May-15,Silver,Entertainment,F,165733
9615,Ahmedabad,6-Feb-15,Platinum,Entertainment,F,146577
9616,Ahmedabad,2-Jun-14,Silver,Entertainment,M,267549
9617,Ahmedabad,14-Aug-14,Gold,Food,M,62898
9618,Ahmedabad,24-May-14,Signature,Fuel,M,81759
9619,Ahmedabad,25-Mar-14,Gold,Food,M,214366
9620,Delhi,5-May-15,Platinum,Entertainment,M,96838
9621,Bengaluru,27-Feb-14,Gold,Bills,M,173600
9622,Bengaluru,24-May-14,Platinum,Grocery,F,103639
9623,Delhi,27-Jan-15,Platinum,Food,F,180092
9624,Greater Mumbai,6-Nov-14,Gold,Food,F,213164
9625,Bengaluru,24-Dec-14,Silver,Entertainment,F,165405
9626,Bengaluru,10-Oct-14,Platinum,Grocery,F,194923
9627,Delhi,1-Apr-14,Signature,Fuel,F,186865
9628,Ahmedabad,12-Nov-13,Silver,Bills,M,184218
9629,Bengaluru,24-Jun-14,Silver,Food,M,270880
9630,Ahmedabad,20-Aug-14,Signature,Grocery,F,104061
9631,Greater Mumbai,31-Oct-13,Gold,Bills,M,194680
9632,Bengaluru,15-Feb-14,Silver,Bills,F,191303
9633,Greater Mumbai,20-Apr-14,Signature,Entertainment,M,261518
9634,Bengaluru,30-Aug-14,Platinum,Entertainment,F,256224
9635,Bengaluru,1-Aug-14,Gold,Food,F,144369
9636,Bengaluru,21-Dec-14,Platinum,Bills,F,127170
9637,Ahmedabad,29-Nov-13,Silver,Entertainment,M,297576
9638,Delhi,22-Oct-14,Platinum,Bills,M,5644
9639,Ahmedabad,24-Jul-14,Gold,Food,M,96569
9640,Greater Mumbai,28-May-14,Gold,Food,M,275373
9641,Bengaluru,19-Nov-14,Platinum,Food,M,299167
9642,Greater Mumbai,5-Feb-14,Platinum,Bills,M,135708
9643,Greater Mumbai,23-Feb-14,Gold,Grocery,M,208190
9644,Bengaluru,15-Jul-14,Platinum,Bills,M,4538
9645,Ahmedabad,9-Jan-14,Silver,Entertainment,M,110232
9646,Bengaluru,10-Oct-13,Signature,Fuel,F,134137
9647,Bengaluru,11-May-14,Gold,Food,F,102929
9648,Ahmedabad,29-Dec-13,Signature,Bills,F,297601
9649,Delhi,9-Oct-13,Gold,Food,M,285214
9650,Delhi,3-Nov-13,Platinum,Fuel,M,149480
9651,Bengaluru,2-Mar-14,Silver,Bills,M,42992
9652,Greater Mumbai,25-Feb-14,Gold,Fuel,M,129305
9653,Greater Mumbai,16-Oct-13,Silver,Fuel,F,278494
9654,Delhi,8-Jun-14,Gold,Food,M,294492
9655,Ahmedabad,13-Oct-13,Gold,Food,F,122157
9656,Ahmedabad,12-Oct-13,Signature,Fuel,F,186881
9657,Bengaluru,27-Jan-15,Silver,Food,F,193702
9658,Delhi,12-Jun-14,Gold,Fuel,F,170177
9659,Ahmedabad,4-Oct-14,Signature,Bills,M,204969
9660,Bengaluru,23-Nov-14,Platinum,Fuel,F,11677
9661,Delhi,16-Feb-14,Silver,Grocery,M,6506
9662,Greater Mumbai,26-Feb-14,Silver,Fuel,M,7190
9663,Ahmedabad,16-May-15,Signature,Bills,F,114040
9664,Bengaluru,9-Dec-14,Silver,Fuel,F,118369
9665,Greater Mumbai,13-Oct-13,Silver,Grocery,F,68338
9666,Greater Mumbai,19-Jul-14,Signature,Food,F,184082
9667,Ahmedabad,17-Jan-15,Silver,Fuel,M,207628
9668,Delhi,31-Jan-14,Gold,Entertainment,F,57230
9669,Ahmedabad,14-Nov-14,Signature,Bills,F,257469
9670,Bengaluru,15-Apr-15,Silver,Fuel,F,49273
9671,Delhi,14-Dec-14,Platinum,Food,F,255770
9672,Ahmedabad,11-Nov-13,Signature,Grocery,F,264259
9673,Bengaluru,14-Nov-14,Silver,Bills,F,110651
9674,Bengaluru,10-Feb-15,Silver,Grocery,M,86247
9675,Bengaluru,13-Dec-14,Signature,Fuel,M,212167
9676,Delhi,17-Jan-15,Platinum,Fuel,F,246506
9677,Ahmedabad,26-Jan-14,Gold,Grocery,M,249325
9678,Ahmedabad,26-Oct-14,Signature,Entertainment,F,280197
9679,Bengaluru,18-Apr-15,Platinum,Grocery,M,17155
9680,Bengaluru,25-Jun-14,Signature,Bills,M,8125
9681,Bengaluru,21-Apr-15,Signature,Entertainment,F,165035
9682,Delhi,17-Oct-14,Platinum,Grocery,M,242063
9683,Delhi,15-Nov-14,Signature,Entertainment,F,179557
9684,Delhi,12-Mar-14,Platinum,Fuel,F,160901
9685,Ahmedabad,20-Mar-15,Gold,Entertainment,F,194117
9686,Bengaluru,3-Feb-14,Signature,Grocery,M,283576
9687,Greater Mumbai,15-Jul-14,Gold,Fuel,M,100417
9688,Bengaluru,28-Mar-14,Gold,Grocery,M,204973
9689,Greater Mumbai,22-Sep-14,Signature,Fuel,M,273080
9690,Delhi,7-Oct-14,Signature,Fuel,F,237207
9691,Delhi,31-Aug-14,Signature,Food,F,82616
9692,Greater Mumbai,3-Feb-14,Signature,Bills,F,56469
9693,Ahmedabad,4-Feb-15,Platinum,Fuel,F,130835
9694,Greater Mumbai,25-Jan-15,Silver,Grocery,F,164326
9695,Ahmedabad,22-Feb-14,Platinum,Grocery,M,293567
9696,Greater Mumbai,14-Mar-14,Gold,Grocery,M,185909
9697,Ahmedabad,30-Apr-14,Gold,Grocery,F,255954
9698,Greater Mumbai,25-Mar-14,Silver,Food,F,140414
9699,Delhi,17-Nov-14,Silver,Fuel,M,24793
9700,Delhi,19-Jan-15,Silver,Entertainment,M,90490
9701,Bengaluru,6-May-15,Silver,Entertainment,M,194556
9702,Bengaluru,12-Sep-14,Signature,Food,M,266290
9703,Delhi,9-Sep-14,Platinum,Grocery,F,113266
9704,Delhi,7-Apr-14,Gold,Entertainment,F,268601
9705,Delhi,20-Aug-14,Gold,Bills,M,39206
9706,Delhi,26-May-15,Platinum,Bills,F,5133
9707,Bengaluru,10-Apr-15,Platinum,Bills,M,52920
9708,Bengaluru,1-Nov-13,Gold,Entertainment,M,192259
9709,Delhi,19-May-14,Signature,Entertainment,F,41312
9710,Ahmedabad,26-Nov-13,Silver,Bills,M,9937
9711,Greater Mumbai,2-Oct-14,Gold,Bills,M,129710
9712,Ahmedabad,3-May-15,Signature,Grocery,F,155598
9713,Greater Mumbai,27-Feb-15,Platinum,Grocery,F,47489
9714,Greater Mumbai,30-Jul-14,Gold,Bills,M,124548
9715,Ahmedabad,18-Oct-14,Silver,Grocery,F,38607
9716,Greater Mumbai,12-Oct-14,Signature,Grocery,M,221794
9717,Greater Mumbai,21-Sep-14,Silver,Food,F,71530
9718,Greater Mumbai,22-Mar-14,Signature,Grocery,F,34437
9719,Ahmedabad,17-Jan-15,Platinum,Bills,F,164854
9720,Bengaluru,3-Jun-14,Silver,Entertainment,M,121120
9721,Ahmedabad,27-Dec-14,Platinum,Entertainment,M,242386
9722,Greater Mumbai,4-Apr-15,Gold,Grocery,M,23274
9723,Bengaluru,9-Oct-13,Gold,Food,F,190157
9724,Ahmedabad,1-May-15,Silver,Bills,F,88793
9725,Delhi,3-Dec-14,Signature,Fuel,M,65260
9726,Greater Mumbai,11-Nov-13,Signature,Fuel,F,129660
9727,Ahmedabad,15-Nov-14,Gold,Grocery,F,82742
9728,Ahmedabad,5-Oct-13,Signature,Food,M,158711
9729,Greater Mumbai,22-Oct-13,Gold,Entertainment,F,56072
9730,Delhi,26-Sep-14,Platinum,Fuel,M,152501
9731,Bengaluru,24-Nov-14,Gold,Bills,M,120673
9732,Ahmedabad,28-Apr-14,Platinum,Food,F,174722
9733,Delhi,25-Feb-14,Signature,Food,F,169837
9734,Greater Mumbai,11-Jun-14,Signature,Fuel,M,193862
9735,Ahmedabad,10-Jun-14,Signature,Fuel,F,187251
9736,Bengaluru,7-Feb-15,Signature,Bills,M,128677
9737,Greater Mumbai,17-May-14,Platinum,Bills,F,19792
9738,Greater Mumbai,9-Feb-15,Silver,Entertainment,F,82490
9739,Delhi,15-Apr-14,Signature,Bills,F,45775
9740,Bengaluru,30-Apr-15,Platinum,Fuel,F,13255
9741,Ahmedabad,11-Jan-14,Signature,Bills,F,32177
9742,Greater Mumbai,12-Feb-15,Gold,Entertainment,F,64972
9743,Greater Mumbai,22-Aug-14,Signature,Bills,F,124051
9744,Ahmedabad,22-Nov-13,Silver,Entertainment,M,83837
9745,Delhi,7-Mar-14,Platinum,Grocery,M,94834
9746,Ahmedabad,27-Aug-14,Signature,Bills,M,266700
9747,Ahmedabad,13-Nov-13,Gold,Food,F,192593
9748,Greater Mumbai,30-Sep-14,Silver,Fuel,F,116174
9749,Delhi,6-Sep-14,Gold,Entertainment,F,109614
9750,Bengaluru,20-Jan-14,Platinum,Entertainment,M,230090
9751,Bengaluru,20-Dec-14,Silver,Food,F,24105
9752,Bengaluru,29-Oct-13,Silver,Fuel,F,261424
9753,Bengaluru,12-Feb-14,Platinum,Entertainment,M,63055
9754,Ahmedabad,22-Dec-14,Platinum,Food,F,236461
9755,Ahmedabad,7-Sep-14,Signature,Bills,F,293200
9756,Delhi,3-Oct-14,Gold,Fuel,F,41230
9757,Ahmedabad,29-Jan-15,Signature,Food,M,183143
9758,Bengaluru,27-Oct-13,Gold,Grocery,M,255458
9759,Ahmedabad,17-Feb-15,Signature,Fuel,F,256648
9760,Greater Mumbai,22-Jul-14,Silver,Entertainment,F,105410
9761,Bengaluru,30-Oct-13,Silver,Grocery,F,222370
9762,Ahmedabad,7-Feb-14,Gold,Food,M,284655
9763,Bengaluru,22-Mar-14,Signature,Grocery,M,20040
9764,Delhi,9-Dec-13,Gold,Entertainment,M,85481
9765,Ahmedabad,15-May-15,Platinum,Fuel,M,174949
9766,Delhi,29-Dec-13,Gold,Bills,F,193485
9767,Delhi,1-Jan-14,Platinum,Grocery,F,197561
9768,Ahmedabad,11-Aug-14,Platinum,Grocery,M,91743
9769,Delhi,11-Sep-14,Gold,Food,M,115908
9770,Bengaluru,13-Dec-13,Silver,Grocery,M,19111
9771,Ahmedabad,9-Jun-14,Silver,Fuel,M,282818
9772,Delhi,8-Sep-14,Silver,Grocery,M,276644
9773,Bengaluru,15-May-15,Silver,Food,M,123731
9774,Delhi,21-Jan-15,Silver,Entertainment,F,216531
9775,Delhi,28-Oct-14,Signature,Food,F,93974
9776,Delhi,4-Nov-14,Gold,Grocery,F,56081
9777,Ahmedabad,29-Mar-14,Signature,Entertainment,M,265264
9778,Bengaluru,2-Dec-13,Silver,Fuel,F,217772
9779,Ahmedabad,14-May-15,Silver,Food,M,140045
9780,Delhi,14-Dec-13,Platinum,Entertainment,F,249391
9781,Ahmedabad,14-Mar-14,Signature,Bills,M,281731
9782,Delhi,20-Feb-15,Gold,Grocery,M,64343
9783,Greater Mumbai,11-Aug-14,Signature,Grocery,M,184686
9784,Bengaluru,22-Nov-14,Platinum,Bills,M,89747
9785,Greater Mumbai,25-Oct-13,Platinum,Food,M,3656
9786,Ahmedabad,3-Jul-14,Signature,Fuel,M,216454
9787,Delhi,5-Oct-13,Silver,Food,F,22774
9788,Ahmedabad,5-Jun-14,Platinum,Food,M,288214
9789,Bengaluru,14-Oct-14,Gold,Fuel,F,73053
9790,Delhi,24-Jul-14,Signature,Bills,M,269034
9791,Bengaluru,28-Dec-14,Signature,Bills,M,236067
9792,Delhi,11-Sep-14,Platinum,Food,F,163837
9793,Delhi,7-Oct-14,Signature,Fuel,M,261914
9794,Ahmedabad,4-Mar-15,Signature,Food,M,58957
9795,Delhi,5-Mar-15,Gold,Fuel,F,245555
9796,Bengaluru,16-Aug-14,Signature,Entertainment,M,22457
9797,Bengaluru,20-Apr-15,Silver,Fuel,F,222267
9798,Bengaluru,29-Sep-14,Silver,Entertainment,M,294712
9799,Delhi,11-Oct-13,Signature,Grocery,M,127082
9800,Greater Mumbai,3-Aug-14,Platinum,Grocery,M,271747
9801,Greater Mumbai,11-May-15,Platinum,Grocery,M,71065
9802,Bengaluru,20-Oct-14,Silver,Bills,F,195116
9803,Greater Mumbai,5-Apr-15,Silver,Food,F,287839
9804,Bengaluru,20-Jan-15,Signature,Grocery,F,37251
9805,Greater Mumbai,23-Jan-14,Gold,Bills,F,88631
9806,Bengaluru,31-Jan-15,Silver,Fuel,M,67967
9807,Greater Mumbai,14-Dec-13,Silver,Bills,M,149637
9808,Delhi,15-Oct-13,Platinum,Entertainment,M,84178
9809,Ahmedabad,5-Feb-15,Platinum,Entertainment,F,43195
9810,Delhi,12-Feb-15,Gold,Food,F,70344
9811,Bengaluru,5-Nov-13,Signature,Food,M,196832
9812,Delhi,31-Aug-14,Platinum,Entertainment,F,166433
9813,Ahmedabad,29-Dec-13,Signature,Bills,F,188940
9814,Bengaluru,31-Oct-13,Signature,Grocery,M,278006
9815,Bengaluru,20-Mar-15,Silver,Grocery,M,127582
9816,Ahmedabad,7-May-14,Silver,Fuel,F,132180
9817,Ahmedabad,25-May-15,Gold,Food,M,41519
9818,Ahmedabad,23-Dec-14,Platinum,Fuel,M,274419
9819,Delhi,4-Apr-14,Signature,Grocery,M,123874
9820,Greater Mumbai,4-Apr-14,Platinum,Entertainment,F,281656
9821,Greater Mumbai,27-Jan-14,Signature,Fuel,M,95514
9822,Greater Mumbai,29-Nov-14,Silver,Grocery,M,102869
9823,Ahmedabad,9-Jun-14,Gold,Bills,F,292848
9824,Delhi,12-Dec-14,Platinum,Grocery,F,102155
9825,Greater Mumbai,7-Dec-13,Silver,Entertainment,M,51565
9826,Ahmedabad,19-Dec-13,Signature,Grocery,M,164874
9827,Greater Mumbai,25-Nov-14,Gold,Grocery,M,92170
9828,Bengaluru,13-Dec-13,Signature,Entertainment,F,253178
9829,Delhi,16-Aug-14,Platinum,Food,F,239487
9830,Ahmedabad,4-Sep-14,Silver,Bills,F,91340
9831,Ahmedabad,17-Nov-13,Silver,Bills,M,34708
9832,Bengaluru,20-Dec-14,Gold,Entertainment,M,278646
9833,Bengaluru,13-Jan-15,Silver,Fuel,F,288476
9834,Delhi,9-Oct-14,Platinum,Food,F,288807
9835,Bengaluru,22-Nov-14,Signature,Fuel,F,19888
9836,Delhi,7-Jan-15,Silver,Entertainment,M,20506
9837,Bengaluru,23-Mar-15,Platinum,Entertainment,M,84165
9838,Greater Mumbai,17-Oct-14,Signature,Bills,M,178519
9839,Bengaluru,24-May-15,Signature,Food,M,184636
9840,Greater Mumbai,7-Apr-14,Signature,Food,F,52072
9841,Bengaluru,20-Jan-15,Signature,Bills,F,178883
9842,Greater Mumbai,23-Jan-14,Signature,Fuel,M,1794
9843,Ahmedabad,10-Apr-14,Platinum,Fuel,F,26505
9844,Bengaluru,8-Dec-14,Platinum,Bills,F,160763
9845,Bengaluru,31-Jan-14,Platinum,Grocery,F,246281
